customer_key,customer_id,customer_name,area,customer_segment,registration_date
1340,53636086,Max Nadkarni,Bally,Premium,Nov-23
1341,53640286,Quincy Cheema,Mathura,Premium,Nov-23
1342,53782978,Laban Baria,Junagadh,New,Aug-24
1343,53815931,Praneel Sekhon,Jaipur,Inactive,Jul-23
1344,53886685,Ayaan Dixit,Bhimavaram,New,May-24
1345,53974737,Kiaan Menon,Panipat,New,Oct-23
1346,54038173,William Palan,Jehanabad,Premium,Nov-23
1347,54057428,Chatura Contractor,Panvel,New,Nov-23
1348,54099929,Devika Hans,Karnal,New,Oct-23
1349,54139038,Wahab Balan,Dibrugarh,Inactive,Sep-24
1350,54145987,Rushil Yadav,Agartala,Premium,Oct-23
1351,54205055,Yasti Shukla,Junagadh,Regular,May-24
1352,54216497,Mohini Pandya,Guwahati,New,Jul-24
1353,54222320,Edhitha Kakar,Pali,Regular,Jul-23
1354,54338574,Yashodhara Gokhale,Guntur,Premium,Aug-23
1355,54347213,Devansh Prasad,Lucknow,Premium,Apr-24
1356,54375571,Omaja Bumb,Korba,Premium,Sep-23
1357,54580166,Jason Pradhan,Silchar,Regular,Aug-23
1358,54619715,David Cherian,Panchkula,Inactive,Oct-24
1359,54680459,Fariq Kala,Vijayanagaram,Regular,Aug-23
1360,54730270,Aradhana Munshi,Salem,New,Mar-23
1361,54748429,Darsh More,Visakhapatnam,New,Apr-24
1362,54797119,Anusha Patel,Bilaspur,Premium,Dec-23
1363,54799731,Rushil Palan,Jaipur,Premium,May-23
1364,54837637,Nathaniel Som,Ichalkaranji,Regular,Sep-23
1365,54850870,Jatin Magar,Panipat,New,Apr-24
1366,54877984,Ubika Basak,Visakhapatnam,Inactive,May-23
1367,54885705,David Date,Amritsar,Premium,Mar-24
1368,54893418,Chatresh Prashad,Dibrugarh,Premium,Feb-24
1369,54923640,Azad Nath,Gandhidham,Inactive,Apr-24
1370,54952806,Manya Kohli,Coimbatore,Regular,May-23
1371,55007963,Darika Borah,Chennai,New,Aug-23
1372,55028958,Pavani Yadav,Howrah,New,May-23
1373,55038040,Vidhi Balakrishnan,Agartala,New,Jan-24
1374,55042740,Samuel Lanka,Kadapa,Regular,Mar-24
1375,55049973,Nicholas Badami,Srikakulam,Regular,Mar-24
1376,55056284,Devika Lal,Ichalkaranji,Inactive,May-24
1377,55060796,Lopa Barman,Satara,New,Jul-24
1378,55094848,Michael Sarraf,Madanapalle,Premium,Apr-23
1379,55170753,Praneel Nagy,Miryalaguda,Inactive,May-24
1380,55278329,Nathaniel Mand,Bhubaneswar,Inactive,Oct-24
1381,55286608,Ekaraj Shan,Kozhikode,New,Apr-24
1382,55404382,Isaiah Issac,Guntakal,Premium,Sep-23
1383,55425478,Karan Ramachandran,Surendranagar Dudhrej,Inactive,Jul-24
1384,55472026,Urishilla Bhatnagar,Allahabad,New,Aug-23
1385,55552600,Baljiwan Nagar,Gorakhpur,Regular,Oct-24
1386,55693909,Darsh Pandey,Narasaraopet,Premium,Jun-24
1387,55733729,Aarini Singhal,Anantapuram,Premium,Jul-24
1388,55738118,Jagrati Badami,Hapur,Regular,Dec-23
1389,55803572,Champak Palla,Rewa,Premium,Mar-23
1390,55936462,Upkaar Mahajan,Berhampur,New,Apr-23
1391,55971849,Orinder Joshi,Rewa,Regular,Apr-24
1392,56195475,Falguni Date,Ahmedabad,Regular,Jun-24
1393,56248757,Ekansh Narayan,Chapra,Premium,Aug-24
1394,56250563,Anthony Tara,Jabalpur,Premium,Sep-23
1395,56352626,Liam Palan,Nagercoil,Regular,Jun-23
1396,56441247,Aashi Narula,Meerut,Premium,Jun-24
1397,56457995,Turvi Venkataraman,Amroha,Inactive,Jan-24
1398,56480776,Matthew Parsa,Udaipur,Regular,Mar-24
1399,56548063,Advay Baria,Thanjavur,New,Aug-24
1400,56572297,Rachita Wali,Ulhasnagar,Inactive,Oct-24
1401,56604077,Yutika Pandit,Ghaziabad,Regular,Jan-24
1402,56764791,Priya Shukla,Hindupur,Regular,Sep-24
1403,56780331,Vinaya Atwal,Gaya,Premium,Apr-24
1404,57063557,Vaishnavi Srinivas,Raurkela Industrial Township,Inactive,Jun-23
1405,57081917,Nidra Choudhary,Howrah,Inactive,Dec-23
1406,57081965,Daksha Mutti,Patna,Regular,Oct-24
1407,57102800,Januja Verma,Ichalkaranji,Inactive,Mar-24
1408,57207678,Yashodhara Mishra,Chandrapur,New,Aug-24
1409,57213543,Hema Natarajan,Gandhinagar,Regular,Oct-24
1410,57217288,Dalaja Bassi,Karimnagar,Regular,Mar-23
1411,57291761,Samarth Muni,Pallavaram,Regular,Aug-24
1412,57331847,Jack Kamdar,Amravati,Regular,Sep-23
1413,57340963,Wridesh Kothari,Proddatur,Regular,Feb-24
1414,57360162,Aarini Rama,Bally,Regular,Oct-23
1415,57392064,Lavanya Jain,Udupi,Regular,Jun-24
1416,57474553,Damini Sule,Moradabad,Regular,Sep-23
1417,57505804,Zinal Padmanabhan,Orai,New,Aug-24
1418,57523973,Darpan Rama,Suryapet,New,Sep-23
1419,57526322,Henry Dar,Kishanganj,Premium,Jul-23
1420,57537308,Ayush Buch,Jorhat,New,May-24
1421,57548210,Alka Varughese,Erode,Inactive,Sep-24
1422,57566548,Oliver Tella,Arrah,Regular,May-23
1423,57579640,Sneha Amble,Siwan,Premium,Jul-23
1424,57637943,Kiaan Kala,Amroha,Premium,Mar-24
1425,57642258,Gunbir Dutt,Etawah,Premium,Sep-24
1426,57658033,Rajeshri Ramaswamy,Yamunanagar,New,Nov-23
1427,57662767,Lila Chakraborty,Kalyan-Dombivli,Premium,Oct-23
1428,57674875,Kiaan Shukla,Burhanpur,Regular,May-23
1429,57765367,Advika Sundaram,Sultan Pur Majra,Premium,Jan-24
1430,57770044,Zarna Master,Ajmer,Regular,Nov-23
1431,57809174,Girindra Dara,Lucknow,Premium,Apr-24
1432,57833505,Pooja Nadkarni,Thrissur,New,Jan-24
1433,57892837,Thomas Bail,Bally,Premium,Mar-24
1434,57896058,Samuel Gara,Begusarai,Regular,Jun-24
1435,57956497,Reva Sahota,Kurnool,Inactive,Oct-24
1436,57967753,Lila Tailor,Davanagere,Premium,Jan-24
1437,58085779,Abeer Oak,Berhampur,New,Aug-24
1438,58111297,Chasmum Mutti,Sambalpur,Regular,Aug-23
1439,58115779,Bhavna Ramaswamy,Katni,Regular,Jul-24
1440,58152923,Amrita Babu,Kishanganj,Premium,Jul-23
1441,58170168,Urmi Bansal,Sasaram,Premium,Aug-23
1442,58214883,Udant Grover,Darbhanga,Regular,May-24
1443,58238092,Xiti Pradhan,Malegaon,Inactive,Jul-23
1444,58415368,Frederick Virk,Shahjahanpur,New,May-24
1445,58505903,Harinakshi Sibal,Kottayam,New,Jan-24
1446,58513300,Hemal Mammen,Jodhpur,Premium,Sep-23
1447,58631874,Yauvani Bhat,Avadi,New,Oct-24
1448,58644651,Gaurangi Vala,Secunderabad,New,May-24
1449,58873572,Chandran Kale,Nanded,Premium,Sep-23
1450,58893807,Faris Sekhon,Tirunelveli,Inactive,Feb-24
1451,58929595,Aarush Ratti,Hubli–Dharwad,Regular,Aug-24
1452,58942207,Krisha Sama,Patna,Regular,Jul-24
1453,58974323,Reva Bhavsar,Burhanpur,New,Jun-24
1454,58979427,Kiaan Wason,Jalna,Premium,Jan-24
1455,59009727,Charles Kulkarni,Adoni,New,Mar-24
1456,59094034,Ekanta Dass,Nangloi Jat,Regular,May-23
1457,59095971,Jason Wagle,Amroha,Inactive,Sep-23
1458,59110513,Chaaya Mody,Raebareli,Inactive,Jun-23
1459,59141605,Saksham Kala,Motihari,New,Jul-24
1460,59190584,Xiti Tata,Vijayawada,Premium,May-24
1461,59197894,Mitesh Saha,Akola,Inactive,Oct-23
1462,59207798,Chakrika Bhargava,Ballia,Premium,Jul-23
1463,59216664,Netra Keer,Deoghar,Regular,Mar-23
1464,59222551,Urmi Parekh,Jamshedpur,Inactive,Aug-23
1465,59240916,Ronith Murthy,Faridabad,Inactive,Aug-23
1466,59252433,Vincent Raval,Karaikudi,Regular,Sep-24
1467,59297955,Charita Mistry,Orai,Premium,Feb-24
1468,59323931,Ridhi Yadav,Bijapur,Inactive,Aug-24
1469,59329145,William Guha,Gulbarga,Regular,Aug-24
1470,59345983,Liam Sagar,Saharanpur,Regular,Jun-23
1471,59353207,Aayush Oza,Khammam,Inactive,May-23
1472,59398136,Neelima Lanka,Machilipatnam,Regular,Aug-23
1473,59427862,Hemani Lall,Erode,Premium,Oct-24
1474,59436131,Vritti Kota,Imphal,New,Sep-24
1475,59485034,Dominic Sidhu,Agartala,New,Mar-23
1476,59517074,Aarav Murty,Ichalkaranji,Premium,May-23
1477,59518795,Wazir Sandal,Jodhpur,New,Nov-23
1478,59545278,Yagnesh Randhawa,Yamunanagar,New,Oct-24
1479,59619739,Charan Ramanathan,Delhi,New,Nov-23
1480,59620534,Oeshi Sethi,Ambattur,Premium,Jan-24
1481,59643062,Reyansh Khatri,Aligarh,Inactive,Sep-24
1482,59677346,Falak Reddy,Bongaigaon,Inactive,Nov-24
1483,59769142,Pooja Bajaj,Bellary,New,Mar-24
1484,59815512,Teerth Seshadri,Jalna,Regular,Nov-23
1485,59824662,Tanish Jayaraman,Bhilwara,Premium,May-24
1486,59830126,Raghav Iyengar,Howrah,New,Oct-24
1487,59840071,Vihaan Chokshi,Deoghar,Inactive,Jun-23
1488,59890331,Raagini Badal,Chennai,Premium,Nov-24
1489,59909004,Indali Master,Haridwar,New,Nov-23
1490,59930550,Anamika Wali,Agra,Inactive,Apr-24
1491,60049160,Abdul Nayak,Bardhaman,New,Sep-23
1492,60062501,Anirudh Mistry,Bhilwara,New,Jan-24
1493,60210778,Upasna Bhasin,Motihari,Regular,Apr-24
1494,60271325,Michael Chopra,Malegaon,New,May-24
1495,60275891,Anmol Chandra,Amaravati,Regular,Oct-24
1496,60300263,Sathvik Jani,Rewa,New,Oct-23
1497,60319216,Lohit Narasimhan,Ahmedabad,Premium,Aug-23
1498,60371334,Shaurya Kuruvilla,Purnia,Inactive,May-23
1499,60379302,Raksha Chand,Patiala,New,Jul-23
1500,60385293,Edhitha Pandey,Medininagar,Premium,Feb-24
1501,60399360,Gavin Solanki,Jamnagar,Premium,Apr-24
1502,60446619,Yashvi Kar,Guntakal,Regular,Jun-24
1503,60495351,Henry Rana,Srikakulam,New,Apr-23
1504,60561655,Rohan Palla,Nashik,Regular,Dec-23
1505,60565603,Ladli Tara,Madhyamgram,New,Jul-24
1506,60591625,Fitan Kunda,Delhi,New,Jul-23
1507,60618999,Lopa Vig,Pudukkottai,Regular,Jul-24
1508,60620291,Upkaar Suresh,Karaikudi,Regular,May-23
1509,60656482,Rajata Purohit,Haldia,Inactive,Oct-23
1510,60698094,Matthew Bhatti,Malegaon,New,May-24
1511,60700850,Ishwar Dubey,Tezpur,Regular,Jul-24
1512,60728956,Andrew Nigam,Khandwa,Premium,Jun-23
1513,60732869,Joshua Nath,Rajahmundry,New,Apr-23
1514,60757351,Naksh Sule,Salem,Premium,May-24
1515,60834500,Rishi Jain,Khammam,Inactive,Oct-24
1516,60835946,Yoshita Sani,Fatehpur,Inactive,Apr-24
1517,60904312,Jagdish Badami,Mumbai,Regular,Jun-24
1518,60967677,Chatura Sandhu,Agartala,Premium,May-23
1519,60974181,Hardik Kakar,Bahraich,Premium,Jan-24
1520,61002154,Ridhi Datta,Imphal,Regular,Jun-23
1521,61015113,Dalaja Choudhury,Amroha,Regular,Nov-23
1522,61024977,Krishna Manda,Dindigul,New,Mar-24
1523,61121421,Aditya Sami,Tirunelveli,New,Jan-24
1524,61182897,Yug Dutt,Satara,Regular,Mar-23
1525,61226563,Chameli Kala,Vadodara,Regular,Jan-24
1526,61226835,Owen Soni,Kishanganj,Premium,Jul-23
1527,61320989,Anirudh Rege,Aurangabad,Regular,Jul-23
1528,61406908,Harrison Mistry,Deoghar,Regular,Dec-23
1529,61461253,Arin Setty,Amravati,Inactive,Aug-24
1530,61486140,Jeremiah Chand,Amritsar,Inactive,Dec-23
1531,61516967,Mohammed Morar,Erode,Regular,Feb-24
1532,61522288,Gunbir Kala,Tiruppur,New,Jul-23
1533,61568565,Kashish Lala,Yamunanagar,New,Oct-24
1534,61618079,Isaac Sunder,Ambala,Inactive,Jul-23
1535,61753272,Ojasvi Dash,Anantapur,New,Aug-24
1536,61763552,Gopal Parikh,Panihati,Inactive,May-23
1537,61851054,Bhavya Tiwari,Tadipatri,Regular,Jun-24
1538,61877649,Yuvraj Roy,Nagaon,Premium,Oct-23
1539,61982521,Jagat Dewan,Faridabad,Inactive,Nov-23
1540,62068277,Zarna Shetty,Hosur,Regular,Mar-24
1541,62194279,Lavanya Rastogi,Mysore,Premium,Sep-23
1542,62243869,Vrishti Thakkar,Raebareli,Premium,Sep-24
1543,62323608,Ekansh Bains,Nandyal,New,Aug-23
1544,62416456,Diya Chakrabarti,Medininagar,Inactive,Sep-23
1545,62419778,Frederick Subramaniam,Jamnagar,Premium,Aug-24
1546,62510499,Pratyush Trivedi,Kozhikode,Premium,Aug-24
1547,62526567,Chaman Karan,Chittoor,Premium,Jul-23
1548,62526813,Keya Bansal,Nashik,Inactive,Aug-24
1549,62541176,Yutika Andra,Tirupati,New,Aug-24
1550,62600289,Tanmayi Zachariah,Udaipur,Inactive,Feb-24
1551,62629494,Anamika Bali,Jorhat,Premium,Sep-24
1552,62679120,Ekansh Padmanabhan,Siwan,Regular,Sep-24
1553,62721353,Jagdish Bora,Danapur,Regular,Oct-24
1554,62742184,Gabriel Luthra,Nandyal,Premium,Oct-23
1555,62742797,Tanvi Dhar,Fatehpur,Premium,Aug-23
1556,62807542,Chatura Apte,Patiala,Premium,Mar-23
1557,62816600,Gagan Kumar,Kavali,Inactive,Apr-24
1558,62828341,Darika Deol,Howrah,Inactive,Jun-24
1559,62868582,Chaitaly Anand,Asansol,New,Apr-24
1560,62917794,Chaman Setty,Bharatpur,Regular,Feb-24
1561,62971413,Baljiwan Agrawal,Amritsar,Inactive,Oct-23
1562,63025744,Eta Mander,Panipat,Regular,Oct-23
1563,63060947,Kamala Bobal,Hindupur,New,Jun-24
1564,63083547,Aarav Mander,Jhansi,Regular,Dec-23
1565,63092485,Jeet Magar,Alappuzha,Premium,Jun-24
1566,63184222,Veer Cheema,Kharagpur,Inactive,Jan-24
1567,63217390,Warinder Sha,Deoghar,Inactive,Jul-23
1568,63238941,Vidhi Misra,Gwalior,Regular,Mar-24
1569,63262519,Benjamin Balakrishnan,Karaikudi,Regular,Feb-24
1570,63292875,Guneet Borah,Noida,Premium,Sep-24
1571,63310076,Chavvi Jani,Etawah,Regular,May-24
1572,63339001,Viraj Bhandari,Noida,New,Sep-23
1573,63349378,William Sangha,Mango,Regular,Aug-24
1574,63360864,Idika Sahni,Bhopal,Inactive,Mar-24
1575,63368244,Jeevika Tara,Danapur,New,Aug-24
1576,63376126,Michael Pall,Kollam,Inactive,Oct-24
1577,63402854,Pallavi Sidhu,Kollam,New,Aug-24
1578,63451391,Amrita Kibe,Surendranagar Dudhrej,Premium,Mar-24
1579,63571453,Praneel Saran,Kanpur,Premium,May-23
1580,63624332,Krisha Zachariah,Rewa,Inactive,Aug-23
1581,63630649,Indira Golla,Vijayawada,Premium,Sep-23
1582,63661771,Peter Mitra,Karnal,Inactive,Dec-23
1583,63793401,Frado Ramakrishnan,Kavali,Regular,Mar-24
1584,63802820,Netra Yohannan,Orai,Regular,Nov-23
1585,63858550,Neha Balakrishnan,Ichalkaranji,Premium,May-24
1586,63870636,Darpan Bhatia,Aurangabad,Premium,Apr-23
1587,63948546,Samesh Dass,Bhubaneswar,Regular,Jan-24
1588,63971358,Leela Hayre,Mau,Regular,Jun-23
1589,64017365,Vasatika Banerjee,Delhi,Premium,May-24
1590,64106072,Pratyush Majumdar,Deoghar,Inactive,Apr-23
1591,64141971,Madhavi Jaggi,Anantapur,Premium,Jun-23
1592,64151769,Teerth Mallick,Mysore,New,May-24
1593,64162093,Nakul Mall,Korba,Premium,Apr-24
1594,64197854,Krishna Ramanathan,Bellary,Regular,Oct-23
1595,64298209,Girindra Sangha,Jodhpur,Regular,Jun-23
1596,64316806,Yadavi Bhagat,Karnal,Regular,Jul-24
1597,64403005,Ojas Sahota,Darbhanga,New,Jul-24
1598,64489709,Ekavir Kade,North Dumdum,Premium,Apr-24
1599,64497538,Libni Chadha,Bongaigaon,Premium,Jan-24
1600,64535602,Faris Mahajan,Jalgaon,Inactive,Aug-23
1601,64562786,Neel Sankar,Firozabad,Inactive,Mar-24
1602,64722323,Harish Kant,Dibrugarh,New,May-23
1603,64748953,Oscar Natt,Hapur,Inactive,Jun-23
1604,64795608,Ishita Mital,Udupi,New,Oct-23
1605,64823226,Vasudha Sheth,Tirupati,Premium,Apr-23
1606,64846124,Anusha Sagar,Bidar,Inactive,Jun-24
1607,64906311,Balendra Pandey,Sikar,Inactive,Jul-24
1608,64932019,Ekiya Babu,Hindupur,Premium,Oct-23
1609,64940409,Yoshita Divan,Gurgaon,Inactive,Sep-24
1610,65121696,Warinder Gopal,Mirzapur,New,Oct-24
1611,65134271,Ansh Singh,Ajmer,Premium,Dec-23
1612,65143359,Zinal Thakkar,Bhind,Premium,Feb-24
1613,65221572,Leela Bumb,Delhi,New,Mar-24
1614,65294340,Jasmit Kota,Jamalpur,New,Apr-24
1615,65368179,Ati Iyer,Bokaro,Premium,Oct-23
1616,65382130,Nachiket Mani,Ahmednagar,Regular,Jun-23
1617,65391539,Yashica Khurana,Satara,New,Apr-24
1618,65396354,Hemani Modi,Hindupur,Inactive,Mar-23
1619,65406127,Anita Ganguly,Nangloi Jat,Premium,Jun-24
1620,65426878,Frado Warrior,Nagpur,Regular,Apr-23
1621,65488134,Faqid Kar,Agra,New,Apr-23
1622,65514005,Ekapad Kuruvilla,Dhanbad,Regular,Jul-23
1623,65543312,Logan Pillay,Mumbai,New,Jul-24
1624,65559853,Yahvi Bali,Kamarhati,Regular,May-24
1625,65570302,Onveer Parsa,Deoghar,Inactive,Oct-24
1626,65618148,Aadhya Palla,Gandhinagar,Inactive,Mar-23
1627,65660660,Arya Sodhi,Gangtok,Regular,Aug-23
1628,65692224,Aahana Buch,Jaunpur,Regular,Mar-23
1629,65745775,Aryan Mangal,Buxar,Inactive,Dec-23
1630,65772743,William Kuruvilla,Erode,Regular,Aug-24
1631,65782437,Geetika Kara,Haldia,New,Apr-23
1632,65815155,Amara Palan,Bangalore,New,Sep-24
1633,65895091,Chaitaly Shere,Orai,Inactive,Nov-23
1634,65903057,Krishna Shroff,Uluberia,Regular,Apr-23
1635,65963876,Vamakshi Talwar,Loni,New,May-24
1636,66023110,Joshua Mishra,Kottayam,New,Nov-23
1637,66130660,Lopa Bhasin,Gandhinagar,New,Apr-24
1638,66135710,Zayan Thakkar,Ramgarh,New,Nov-23
1639,66140659,Omya Iyengar,Ongole,Premium,Dec-23
1640,66233704,Adya Wason,Jorhat,Inactive,May-24
1641,66252737,Umang Bhavsar,Warangal,Premium,Sep-24
1642,66269844,Harshil Edwin,Ghaziabad,Premium,Aug-23
1643,66308810,Utkarsh Ramaswamy,Sangli-Miraj & Kupwad,Premium,May-24
1644,66310963,Farhan Khare,Dewas,Inactive,May-23
1645,66354642,Priya Behl,Tenali,Premium,Mar-24
1646,66359719,Diya Murty,Nagercoil,Regular,May-24
1647,66427343,Forum Iyer,Dewas,Premium,Aug-23
1648,66440188,Ira Radhakrishnan,Haldia,Premium,Aug-23
1649,66485571,Anthony Pall,Ratlam,Inactive,Sep-23
1650,66499992,Anirudh Barad,Haridwar,Regular,Apr-24
1651,66629497,Widisha Kaur,Vellore,Regular,Apr-23
1652,66655397,Hemal Grover,Pali,New,Apr-23
1653,66710182,Max Mallick,Korba,Inactive,Mar-24
1654,66742602,Yatan Uppal,Jalna,New,Jul-23
1655,66761643,Samuel Mukherjee,Anand,Regular,May-23
1656,66766629,Harita Mander,Gulbarga,New,Feb-24
1657,66768157,Om Khosla,Singrauli,Inactive,Sep-23
1658,66827191,Om Bhatia,Alwar,New,Nov-23
1659,66866026,Vyanjana Nagi,Ahmedabad,Regular,Jul-23
1660,66886852,Ubika Chand,Korba,Inactive,Mar-24
1661,66932104,Chakradhar Dhawan,Shahjahanpur,Premium,Oct-23
1662,66943324,Gavin Karnik,Gorakhpur,Premium,Aug-23
1663,67046342,Sanya Chacko,Vadodara,New,Sep-23
1664,67092149,Daksh Atwal,Davanagere,Premium,Dec-23
1665,67215939,Dominic Viswanathan,Erode,New,Jan-24
1666,67271824,Liam Rama,Salem,Inactive,Sep-24
1667,67277562,Arunima Borde,Ghaziabad,Inactive,Nov-23
1668,67302239,Tanvi Bajaj,Kozhikode,Regular,Oct-23
1669,67310893,Idika Patla,Chennai,New,Apr-24
1670,67340606,Onkar Arya,Tirunelveli,Premium,Jun-24
1671,67383024,Riya Kothari,Kollam,Premium,Apr-24
1672,67386193,Wakeeta Khurana,Pali,Regular,Jun-24
1673,67402645,Bimala Barad,Phagwara,Inactive,Mar-23
1674,67465084,Rachita Gill,Ratlam,Premium,Nov-23
1675,67528368,Anay Rana,Suryapet,Premium,Apr-23
1676,67538982,Upma Salvi,Shivpuri,Premium,Aug-23
1677,67696145,Isaac Rattan,Bettiah,Regular,Jun-23
1678,67701771,Gaurav Sodhi,Mathura,Premium,Nov-23
1679,67708491,Dalbir Kata,Patiala,Inactive,Oct-24
1680,67711384,Widisha Varkey,Bilaspur,Premium,Sep-24
1681,67729191,Arin Grover,Karimnagar,New,Dec-23
1682,67749649,Oviya Mitra,Mira-Bhayandar,Inactive,Apr-24
1683,67829645,Akshay Vohra,Jamalpur,New,Nov-23
1684,67896836,Om Murty,Gulbarga,New,Sep-24
1685,67908555,Brinda Bahl,Chittoor,New,Apr-23
1686,67918495,Aarav Gour,Ratlam,Inactive,Oct-23
1687,67952740,Sathvik Majumdar,Raebareli,Regular,Jul-24
1688,67960179,Nakul Goda,Bidar,Premium,Jun-24
1689,68016312,Qarin Bera,Orai,Regular,Sep-24
1690,68063317,Reva Rajagopal,Muzaffarnagar,Inactive,Oct-24
1691,68128937,Girish Murthy,Panipat,New,Mar-24
1692,68159723,Yashvi Pathak,Orai,New,May-24
1693,68164013,Netra Chander,Malegaon,New,Jun-23
1694,68196920,Vasana Tripathi,Rewa,Regular,Oct-23
1695,68219091,Tanvi Dixit,Ongole,Regular,Oct-24
1696,68307253,Rachita Borra,Dewas,Premium,Oct-24
1697,68341636,Hemani Mannan,Aurangabad,Premium,Aug-24
1698,68419593,Sneha Sodhi,Patna,Inactive,Oct-23
1699,68475914,Ishita Sarna,Kishanganj,Inactive,Oct-23
1700,68486301,Bachittar Misra,Kanpur,Inactive,Apr-23
1701,68661619,Chaaya Manne,Darbhanga,Inactive,Jul-24
1702,68692574,Bachittar Wagle,Bharatpur,Inactive,Aug-24
1703,68703613,Praneel Bir,Imphal,Inactive,Nov-23
1704,68714053,Max Boase,Nanded,New,Jul-24
1705,68754962,Odika Rout,Khammam,Inactive,Oct-23
1706,68857118,Hritik Batta,Nanded,New,Jun-24
1707,68906393,Zilmil Ranganathan,Jalgaon,Regular,Jun-24
1708,68939350,Rachita Dhar,Machilipatnam,Premium,Apr-23
1709,68941950,Ayushman Raghavan,Bhusawal,New,Jul-24
1710,68965787,Ekavir Agate,Dhule,Premium,Oct-24
1711,68985290,Jack Memon,Ujjain,Premium,Dec-23
1712,69034027,Udarsh Gole,Nagaon,Regular,Jun-24
1713,69088723,Triveni Nori,Hapur,New,Oct-24
1714,69089982,Daniel Reddy,Noida,Inactive,Sep-24
1715,69126963,Chatura Lad,Mirzapur,Premium,Feb-24
1716,69219122,Varsha Varughese,Pimpri-Chinchwad,Premium,Oct-24
1717,69240186,Triya Memon,Kottayam,Regular,Apr-24
1718,69242672,Ranveer Sheth,Gandhidham,Regular,Apr-23
1719,69276352,Jason Goel,Mysore,Inactive,May-23
1720,69339331,Zehaan Kapur,Raurkela Industrial Township,Regular,Mar-24
1721,69340015,Aryan Ravel,Tenali,Premium,Oct-23
1722,69353754,Brijesh Choudhary,Medininagar,Premium,Jan-24
1723,69364309,Bhavini Chokshi,Haridwar,Regular,Sep-24
1724,69415494,Yashvi Iyer,Rajkot,New,Mar-23
1725,69416782,Gagan Goel,Bijapur,Regular,Jun-24
1726,69516494,Veda Chad,Kanpur,Regular,Sep-24
1727,69632084,Max Sandal,Etawah,Premium,Apr-24
1728,69749541,Ayush Amble,Satara,Premium,Jun-23
1729,69761993,Udant Kade,Gangtok,New,Aug-24
1730,69762479,Joshua Banerjee,Jamalpur,New,Mar-24
1731,69863493,Yashica Madan,Junagadh,Regular,Jun-23
1732,69908484,Kevin Sachar,Udupi,New,Aug-24
1733,69925688,Yashica Sehgal,Nandyal,Inactive,Feb-24
1734,70084516,Ishaan Baria,Pallavaram,New,Mar-24
1735,70168151,Akshay Dubey,Jamalpur,Regular,Sep-24
1736,70170606,Edhitha Chhabra,Purnia,Premium,Jul-24
1737,70179018,Sai Brar,Bhiwani,New,Sep-24
1738,70220141,Reyansh Dhaliwal,Sambalpur,Premium,Mar-24
1739,70221073,David Setty,Etawah,Premium,May-23
1740,70230254,Hamsini Sandhu,Suryapet,New,Dec-23
1741,70243933,Irya Gola,Mahbubnagar,Regular,Aug-23
1742,70363568,Ekavir Sunder,Shahjahanpur,New,Aug-23
1743,70372270,Yadavi Garg,Ichalkaranji,New,Aug-23
1744,70391758,Meghana Palan,Tezpur,Premium,Jun-23
1745,70420271,Ryan Ratta,Bhusawal,New,Dec-23
1746,70459847,Krish Shankar,Bhopal,Premium,Aug-24
1747,70529459,Zayyan Parsa,Pondicherry,Regular,May-23
1748,70543108,Baljiwan Sampath,Rajahmundry,Regular,Sep-24
1749,70554546,Jonathan Doctor,Bulandshahr,Inactive,Apr-24
1750,70589930,Sai Taneja,Sambalpur,Premium,Sep-23
1751,70608515,Aashi Behl,Belgaum,Inactive,Jul-24
1752,70615775,Abdul Narang,Ludhiana,Inactive,Jan-24
1753,70798876,Amaira Sane,Dhanbad,New,Oct-24
1754,70820304,Advik Butala,Adoni,Premium,Jan-24
1755,70867736,Madhavi Nagarajan,Ambattur,Premium,May-24
1756,70965437,Ayush Lanka,Alwar,Inactive,Mar-24
1757,70966268,Odika Mahal,Arrah,New,Oct-23
1758,70976153,Devansh Nanda,Ahmednagar,New,Mar-24
1759,71176678,Garima Tata,Dhule,Regular,May-24
1760,71189232,Darsh Bedi,New Delhi,Inactive,Jun-24
1761,71229024,Manbir Ramesh,Jamalpur,New,Feb-24
1762,71235336,Gabriel Sawhney,Bokaro,Regular,Jan-24
1763,71252391,Mohini Johal,Kulti,New,May-24
1764,71276926,Urishilla Sawhney,Nangloi Jat,Inactive,Nov-23
1765,71321741,Adya Virk,Saharsa,Regular,Feb-24
1766,71411879,Aarav Mukherjee,Etawah,Regular,Oct-24
1767,71607166,Inaya Sama,Rohtak,Inactive,Sep-23
1768,71615827,Yash Contractor,Bulandshahr,Premium,Mar-24
1769,71643758,Lucky Kapoor,Kottayam,Inactive,Sep-24
1770,71688530,Umang Dash,Kavali,Regular,Mar-24
1771,71694275,Samarth Wagle,Aurangabad,Regular,Jun-23
1772,71755645,Hemang Raja,Pallavaram,Regular,Apr-24
1773,71767248,Shivani Khurana,Jalandhar,New,Nov-24
1774,71771782,Jalsa Bansal,Farrukhabad,Inactive,May-23
1775,71890882,Mitali Parsa,Fatehpur,Premium,Mar-24
1776,71902700,Qarin Nazareth,Bhind,Regular,Feb-24
1777,71905368,Chameli Magar,Bathinda,Premium,May-23
1778,71956734,Sneha Chaudhuri,Adoni,New,Jul-24
1779,72079189,Bhavani Gupta,Hosur,Inactive,May-23
1780,72089140,Kritika Kalla,Kamarhati,Regular,Jun-24
