order_key,customer_id,customer_name,area,customer_segment,order_id,order_date,product_id,product_name,category,brand,quantity,unit_price,total_cost,payment_method,delivery_status,delay_reason,rating,feedback_category,sentiment
4574,98896871,Laksh Narula,Asansol,Regular,9102202025,10-04-2024,832348,Biscuits,Snacks & Munchies,Jani-Ram,3,831.43,2494.29,UPI,Significantly Delayed,Traffic,4,Product Quality,Positive
4575,81533356,Gauri Lala,Tiruppur,Premium,9102648124,06-01-2024,859361,Shampoo,Personal Care,Mitter Group,3,432.39,1297.17,UPI,Slightly Delayed,Traffic,4,Delivery,Neutral
4576,61851054,Bhavya Tiwari,Tadipatri,Regular,9103834515,03-01-2024,57405,Baby Food,Baby Care,Srinivas PLC,3,607.67,1823.01,Card,On Time,Not Applicable,1,Product Quality,Negative
4577,18199057,Xalak Sahni,Ratlam,Inactive,9104077642,24-10-2024,118820,Iced Tea,Cold Drinks & Juices,Warrior   Ravel and Amble,2,12.32,24.64,Cash,On Time,Not Applicable,3,Customer Service,Neutral
4578,87213891,Janani Malhotra,Sonipat,New,9105127475,10-11-2023,183929,Bread,Dairy & Breakfast,Nagi   Sampath and Khurana,3,738.74,2216.22,Card,Significantly Delayed,Traffic,3,Product Quality,Neutral
4579,79591237,Osha Warrior,Thane,Premium,9107314128,20-05-2024,820541,Toilet Cleaner,Household Care,Borde   Peri and Upadhyay,3,576.22,1728.66,Wallet,On Time,Not Applicable,2,App Experience,Negative
4580,85354059,Anamika Dugar,Begusarai,Premium,9107923488,20-11-2023,4452,Baby Wipes,Baby Care,Morar-Mistry,1,169.88,169.88,Wallet,Slightly Delayed,Traffic,4,Delivery,Positive
4581,9274874,Kashvi Ganguly,Arrah,Regular,9111535172,08-05-2024,784673,Dog Food,Pet Care,Ramanathan Group,1,491.39,491.39,Wallet,On Time,Not Applicable,2,Delivery,Negative
4582,82359623,Pushti Sangha,Bellary,Premium,9113393578,09-12-2023,832348,Biscuits,Snacks & Munchies,Jani-Ram,1,831.43,831.43,Cash,Slightly Delayed,Traffic,3,Customer Service,Neutral
4583,17696094,Tanvi Barad,Kirari Suleman Nagar,New,9116180240,23-05-2023,890623,Onions,Fruits & Vegetables,Sangha   Nagar and Varty,1,354.52,354.52,Card,Slightly Delayed,Traffic,3,App Experience,Neutral
4584,37288781,Kritika Narayan,Tadepalligudem,New,9118004489,02-02-2024,473647,Toothpaste,Personal Care,Ben-Ravi,1,43.05,43.05,Cash,On Time,Not Applicable,3,App Experience,Neutral
4585,57896058,Samuel Gara,Begusarai,Regular,9121393476,01-08-2023,219598,Shampoo,Personal Care,Arora-Magar,3,367.08,1101.24,UPI,On Time,Not Applicable,4,Product Quality,Neutral
4586,15066187,Vedant Keer,Jammu,Regular,9122210530,18-01-2024,567671,Biscuits,Snacks & Munchies,Nagar LLC,3,418.48,1255.44,UPI,Significantly Delayed,Traffic,4,Product Quality,Positive
4587,67696145,Isaac Rattan,Bettiah,Regular,9126871366,18-05-2023,154179,Pain Reliever,Pharmacy,Barad   Devi and Andra,3,582.87,1748.61,Card,Significantly Delayed,Traffic,4,Customer Service,Positive
4588,81528623,Qasim Hans,Jamshedpur,Premium,9127632807,30-05-2023,681063,Mango Drink,Cold Drinks & Juices,Dass and Sons,3,321.28,963.84,UPI,Slightly Delayed,Traffic,2,Delivery,Negative
4589,75490147,Parth Chad,Vadodara,Inactive,9127879048,27-08-2024,890623,Onions,Fruits & Vegetables,Sangha   Nagar and Varty,2,354.52,709.04,Card,Slightly Delayed,Traffic,3,Product Quality,Negative
4590,98691989,Dakshesh Lala,Bhavnagar,Regular,9128056381,10-06-2024,930284,Baby Food,Baby Care,Garg   Saraf and Dutta,3,189.47,568.41,Wallet,On Time,Not Applicable,1,Delivery,Negative
4591,95971469,Rachit Parikh,Chapra,New,9129957352,06-09-2023,451812,Pain Reliever,Pharmacy,Batra   Sant and Mandal,2,530.85,1061.7,UPI,Slightly Delayed,Traffic,5,App Experience,Positive
4592,98246574,Rachita Varty,Chinsurah,Premium,9131474241,18-10-2024,367391,Baby Wipes,Baby Care,Talwar and Sons,1,939.55,939.55,Card,On Time,Not Applicable,1,Product Quality,Negative
4593,21701991,Wazir Hari,Allahabad,New,9135272808,01-03-2024,952124,Onions,Fruits & Vegetables,Wali   Sood and Bala,2,127.08,254.16,UPI,On Time,Not Applicable,3,App Experience,Neutral
4594,75752515,Gagan Chakraborty,Ballia,Premium,9137126466,05-08-2023,820973,Baby Wipes,Baby Care,Lall LLC,1,114.52,114.52,Wallet,Slightly Delayed,Traffic,2,Product Quality,Negative
4595,77811864,Urvashi Iyengar,Miryalaguda,Premium,9141654140,14-07-2023,532965,Frozen Pizza,Instant & Frozen Food,Sachdev Inc,2,307.23,614.46,Wallet,Slightly Delayed,Traffic,3,Product Quality,Neutral
4596,90298394,Urvashi Oak,Bhilwara,Regular,9143640828,18-07-2023,140489,Soap,Personal Care,Biswas   Kapoor and Patel,2,650.2,1300.4,Card,Slightly Delayed,Traffic,3,Product Quality,Neutral
4597,15808945,Vrinda Khurana,Gangtok,New,9144790321,17-04-2023,140154,Shampoo,Personal Care,Malhotra LLC,2,171.2,342.4,Cash,Significantly Delayed,Traffic,3,Delivery,Negative
4598,54923640,Azad Nath,Gandhidham,Inactive,9150146711,29-04-2024,734789,Popcorn,Snacks & Munchies,Chaudhari   Pant and Singh,2,395.82,791.64,Wallet,Slightly Delayed,Traffic,5,Product Quality,Positive
4599,54222320,Edhitha Kakar,Pali,Regular,9153347285,22-06-2023,89084,Milk,Dairy & Breakfast,Wali   Virk and Iyer,2,598.83,1197.66,Card,On Time,Not Applicable,5,Delivery,Positive
4600,8073518,Mekhala Pandit,Nellore,Premium,9157217130,18-06-2023,306177,Frozen Biryani,Instant & Frozen Food,Som Inc,2,769.24,1538.48,Wallet,On Time,Not Applicable,5,App Experience,Positive
4601,89142848,Vasudha Jain,Rajkot,New,9157563215,31-05-2023,77308,Onions,Fruits & Vegetables,Ratta-Sagar,1,223.27,223.27,Card,On Time,Not Applicable,5,Delivery,Positive
4602,57674875,Kiaan Shukla,Burhanpur,Regular,9166904790,19-01-2024,194682,Iced Tea,Cold Drinks & Juices,Sastry-Issac,3,912.29,2736.87,Wallet,On Time,Not Applicable,1,Customer Service,Negative
4603,98625898,Raagini Taneja,Raiganj,Premium,9169008097,18-05-2024,196719,Bananas,Fruits & Vegetables,Yogi Group,1,217.5,217.5,Wallet,Slightly Delayed,Traffic,2,Customer Service,Negative
4604,46185579,Vidhi Pillai,Siliguri,Premium,9171089443,10-09-2024,274207,Cough Syrup,Pharmacy,Savant   Batta and Mander,3,328.51,985.53,Cash,On Time,Not Applicable,1,Customer Service,Negative
4605,87107263,Lakshmi Arora,Vijayawada,Inactive,9171116867,22-10-2023,500739,Bread,Dairy & Breakfast,Aggarwal Group,3,359.98,1079.94,Card,Significantly Delayed,Traffic,4,Customer Service,Neutral
4606,89968482,Elijah Bora,Kottayam,Regular,9171218505,31-05-2024,378230,Nuts,Snacks & Munchies,Kala-Vig,1,166.42,166.42,Cash,Significantly Delayed,Traffic,2,Delivery,Negative
4607,24896263,Nachiket Prasad,Amroha,Regular,9171564499,03-12-2023,807452,Pulses,Grocery & Staples,Naik Ltd,2,144.19,288.38,Card,Slightly Delayed,Traffic,5,Delivery,Positive
4608,71956734,Sneha Chaudhuri,Adoni,New,9172888683,18-06-2024,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,3,630.84,1892.52,UPI,Slightly Delayed,Traffic,1,App Experience,Negative
4609,98444183,Radha D’Alia,Tenali,Regular,9176170352,03-11-2023,954722,Ice Cream,Instant & Frozen Food,Mohan-Virk,3,616.45,1849.35,UPI,On Time,Not Applicable,5,Product Quality,Positive
4610,33472376,Krisha Misra,Bardhaman,Premium,9177283950,24-08-2023,124290,Lotion,Personal Care,Sachdev Group,3,39.65,118.95,Wallet,Slightly Delayed,Traffic,3,Product Quality,Neutral
4611,66359719,Diya Murty,Nagercoil,Regular,9182539734,06-07-2023,557908,Vitamins,Pharmacy,Sundaram Inc,3,942.37,2827.11,Cash,Slightly Delayed,Traffic,4,App Experience,Positive
4612,25722990,Nidra Radhakrishnan,Pallavaram,Regular,9183435457,21-10-2024,107548,Cola,Cold Drinks & Juices,Bhandari   Bhasin and Palan,1,891.6,891.6,Card,On Time,Not Applicable,3,Customer Service,Negative
4613,19259955,Rehaan Borde,Nagpur,Inactive,9183547951,20-01-2024,461804,Sugar,Grocery & Staples,Ghose   Ben and Divan,2,310.69,621.38,UPI,On Time,Not Applicable,3,Product Quality,Negative
4614,54139038,Wahab Balan,Dibrugarh,Inactive,9184012674,20-07-2024,171602,Cola,Cold Drinks & Juices,Pal-Sehgal,3,883.44,2650.32,Wallet,On Time,Not Applicable,3,Delivery,Neutral
4615,45477575,Aarna Bawa,Vellore,Inactive,9185164487,23-09-2024,741341,Eggs,Dairy & Breakfast,Prasad LLC,2,923.84,1847.68,UPI,Slightly Delayed,Traffic,3,App Experience,Neutral
4616,75860724,Pranav Venkataraman,Aizawl,Premium,9187046038,13-06-2023,53833,Rice,Grocery & Staples,Tella-Master,2,134.69,269.38,Cash,Slightly Delayed,Traffic,2,Customer Service,Negative
4617,44776601,Krisha Sood,Durg,Regular,9187864807,22-06-2024,871592,Carrots,Fruits & Vegetables,Shankar   Nadkarni and Kumer,1,870.29,870.29,Wallet,On Time,Not Applicable,1,Customer Service,Negative
4618,28277304,Chaitanya Mann,Haridwar,Inactive,9193945481,22-08-2024,991434,Cookies,Snacks & Munchies,Mital-Oza,3,237.62,712.86,Card,Slightly Delayed,Traffic,5,Delivery,Positive
4619,74548003,Falan Dhillon,Erode,Regular,9195687538,06-01-2024,897083,Detergent,Household Care,Dutta-Halder,2,972.69,1945.38,Wallet,Significantly Delayed,Traffic,3,Delivery,Negative
4620,68941950,Ayushman Raghavan,Bhusawal,New,9196796718,06-07-2023,965755,Bananas,Fruits & Vegetables,Doshi   Sarraf and Sama,1,532.57,532.57,Wallet,Slightly Delayed,Traffic,3,App Experience,Negative
4621,58979427,Kiaan Wason,Jalna,Premium,9196809062,19-05-2024,222892,Tomatoes,Fruits & Vegetables,Ramakrishnan-Ghose,2,869.22,1738.44,Cash,Significantly Delayed,Traffic,3,Product Quality,Neutral
4622,51669263,Odika Manda,Avadi,Inactive,9196827234,31-10-2023,741341,Eggs,Dairy & Breakfast,Prasad LLC,2,923.84,1847.68,Wallet,Significantly Delayed,Traffic,3,Customer Service,Negative
4623,46185579,Vidhi Pillai,Siliguri,Premium,9198762300,02-12-2023,131937,Frozen Pizza,Instant & Frozen Food,Varkey   Devi and Ganguly,2,287.81,575.62,Wallet,On Time,Not Applicable,3,Customer Service,Negative
4624,37362180,Praneel Mangat,Visakhapatnam,Regular,9202469009,13-11-2023,563740,Chips,Snacks & Munchies,Mann-Kapadia,1,96.33,96.33,UPI,On Time,Not Applicable,5,Delivery,Positive
4625,64940409,Yoshita Divan,Gurgaon,Inactive,9202528884,27-05-2024,18035,Dish Soap,Household Care,Ramesh Inc,1,968.94,968.94,Cash,Significantly Delayed,Traffic,3,Delivery,Neutral
4626,59240916,Ronith Murthy,Faridabad,Inactive,9202941711,24-03-2024,144124,Detergent,Household Care,Lalla-Srinivasan,2,162.67,325.34,Wallet,Slightly Delayed,Traffic,3,Customer Service,Neutral
4627,19425804,Xavier Sahni,Jodhpur,Inactive,9206073690,07-06-2024,991434,Cookies,Snacks & Munchies,Mital-Oza,3,237.62,712.86,UPI,Slightly Delayed,Traffic,4,App Experience,Neutral
4628,39959491,Damini Gandhi,Purnia,Premium,9208156337,23-09-2024,319388,Orange Juice,Cold Drinks & Juices,D’Alia-Dey,3,657.8,1973.4,UPI,On Time,Not Applicable,2,Customer Service,Negative
4629,42227189,Nilima Borah,Sonipat,Regular,9209192342,05-03-2024,799952,Cheese,Dairy & Breakfast,Padmanabhan-Virk,3,922.64,2767.92,UPI,Slightly Delayed,Traffic,1,Customer Service,Negative
4630,6959437,Rushil Prakash,Jammu,Premium,9212312136,06-12-2023,952124,Onions,Fruits & Vegetables,Wali   Sood and Bala,3,127.08,381.24,UPI,Significantly Delayed,Traffic,1,App Experience,Negative
4631,59619739,Charan Ramanathan,Delhi,New,9214523757,20-10-2023,243235,Cat Food,Pet Care,Batta Inc,3,109.03,327.09,Card,On Time,Not Applicable,5,Customer Service,Positive
4632,98211325,Tristan Varkey,Bhilai,Regular,9214595868,01-07-2024,56589,Vitamins,Pharmacy,Pai   Kashyap and Ramachandran,2,517.77,1035.54,Wallet,Significantly Delayed,Traffic,4,Delivery,Neutral
4633,58979427,Kiaan Wason,Jalna,Premium,9216536492,04-10-2024,219598,Shampoo,Personal Care,Arora-Magar,1,367.08,367.08,Wallet,Slightly Delayed,Traffic,2,Delivery,Negative
4634,52085702,Irya Soni,Fatehpur,New,9217211301,15-06-2023,681063,Mango Drink,Cold Drinks & Juices,Dass and Sons,2,321.28,642.56,Cash,On Time,Not Applicable,2,Delivery,Negative
4635,80286283,Girindra Kalla,Ahmednagar,Regular,9218060399,25-10-2024,949818,Biscuits,Snacks & Munchies,Yohannan Inc,3,483.05,1449.15,Card,On Time,Not Applicable,3,Product Quality,Neutral
4636,42208242,Farhan Tata,Danapur,Regular,9221423039,27-10-2024,707935,Cat Food,Pet Care,Anne   Mammen and Khatri,2,820.9,1641.8,Wallet,On Time,Not Applicable,2,Customer Service,Negative
4637,50015282,Ekbal Shan,Berhampore,Regular,9224598372,31-03-2024,962054,Orange Juice,Cold Drinks & Juices,Toor-Nagar,1,16.86,16.86,UPI,On Time,Not Applicable,5,Delivery,Positive
4638,29858395,Patrick Rout,Hospet,Inactive,9226364404,22-11-2023,876139,Pulses,Grocery & Staples,Cherian-Dara,3,415.75,1247.25,Wallet,Significantly Delayed,Traffic,4,Delivery,Neutral
4639,93370787,Oni Sahota,Jehanabad,New,9228072842,25-07-2023,883013,Eggs,Dairy & Breakfast,Chahal Group,1,989.88,989.88,UPI,Slightly Delayed,Traffic,4,Product Quality,Neutral
4640,60319216,Lohit Narasimhan,Ahmedabad,Premium,9230099449,08-05-2023,969851,Frozen Vegetables,Instant & Frozen Food,Kara   Sodhi and Bassi,2,340.66,681.32,Card,On Time,Not Applicable,4,Customer Service,Neutral
4641,4055790,Noah Malhotra,Jamnagar,Regular,9232350528,03-10-2023,67197,Butter,Dairy & Breakfast,Shetty-Bora,2,552.2,1104.4,Cash,On Time,Not Applicable,4,App Experience,Positive
4642,96853930,Jagvi Varty,Bhopal,Premium,9233577456,30-12-2023,131136,Salt,Grocery & Staples,Deshpande-Rama,2,37.8,75.6,Card,On Time,Not Applicable,3,Product Quality,Negative
4643,70168151,Akshay Dubey,Jamalpur,Regular,9237289778,29-05-2024,219598,Shampoo,Personal Care,Arora-Magar,1,367.08,367.08,Card,Slightly Delayed,Traffic,2,App Experience,Negative
4644,79895967,Hema Luthra,Chennai,Regular,9237698013,15-08-2024,382511,Butter,Dairy & Breakfast,Bora-Thakkar,3,702.54,2107.62,UPI,On Time,Not Applicable,1,Product Quality,Negative
4645,57291761,Samarth Muni,Pallavaram,Regular,9239241275,07-02-2024,880510,Bread,Dairy & Breakfast,Roy-Char,3,951.43,2854.29,Cash,On Time,Not Applicable,2,Delivery,Negative
4646,80862136,Pallavi Seth,Ambattur,Premium,9240312177,06-04-2023,34186,Mangoes,Fruits & Vegetables,Mandal-Kar,3,925.65,2776.95,Wallet,Slightly Delayed,Traffic,5,Customer Service,Positive
4647,13760839,Anvi Savant,Guwahati,Premium,9243090480,21-03-2023,385113,Lotion,Personal Care,Sampath   Mane and Mody,3,816.38,2449.14,UPI,Significantly Delayed,Traffic,3,Customer Service,Neutral
4648,1588560,Jeremiah Nath,Anantapuram,New,9244122658,12-03-2024,26060,Vitamins,Pharmacy,Shah and Sons,3,342.94,1028.82,UPI,Significantly Delayed,Traffic,5,App Experience,Positive
4649,64316806,Yadavi Bhagat,Karnal,Regular,9244268951,30-10-2023,712003,Cola,Cold Drinks & Juices,Karan   Bandi and Acharya,1,671.68,671.68,UPI,Slightly Delayed,Traffic,4,Delivery,Positive
4650,21701991,Wazir Hari,Allahabad,New,9246993674,10-11-2023,490602,Sugar,Grocery & Staples,Raghavan Inc,2,549.47,1098.94,Card,Significantly Delayed,Traffic,5,Product Quality,Positive
4651,19523014,Neha Shroff,Ongole,New,9247779866,24-10-2024,440875,Baby Wipes,Baby Care,Loyal Inc,2,275.03,550.06,Wallet,Significantly Delayed,Traffic,5,Delivery,Positive
4652,94453274,Widisha Wali,Aurangabad,Regular,9251851237,25-11-2023,993331,Pulses,Grocery & Staples,Parmer   Gola and Yogi,3,102.44,307.32,Cash,Slightly Delayed,Traffic,5,Product Quality,Positive
4653,89910157,Dayamai Ray,Khandwa,New,9251939156,30-12-2023,876139,Pulses,Grocery & Staples,Cherian-Dara,3,415.75,1247.25,Cash,Slightly Delayed,Traffic,4,App Experience,Positive
4654,83867512,Aarush Samra,Kadapa,Inactive,9255982861,17-10-2024,540618,Popcorn,Snacks & Munchies,Golla-Luthra,3,317.05,951.15,Wallet,Slightly Delayed,Traffic,4,Customer Service,Neutral
4655,24337950,Ishwar Chakraborty,Haridwar,Inactive,9257313140,16-06-2024,925482,Frozen Biryani,Instant & Frozen Food,Viswanathan-Sha,3,475.04,1425.12,Wallet,Significantly Delayed,Traffic,3,App Experience,Neutral
4656,76512976,Yashica Pathak,Belgaum,New,9258266990,31-03-2024,492958,Lotion,Personal Care,Acharya PLC,1,84.2,84.2,Wallet,On Time,Not Applicable,3,Delivery,Negative
4657,26303194,Janaki Parsa,Pali,Premium,9258876870,14-03-2024,131748,Dog Food,Pet Care,Shroff   Wason and Dugar,1,81.35,81.35,Wallet,On Time,Not Applicable,3,Delivery,Negative
4658,15487049,Aadhya Cherian,Motihari,New,9260334793,10-07-2024,992178,Pain Reliever,Pharmacy,Basu and Sons,3,632.43,1897.29,Wallet,Slightly Delayed,Traffic,1,Product Quality,Negative
4659,14207332,Ucchal Uppal,Aligarh,Regular,9266835891,13-06-2024,243235,Cat Food,Pet Care,Batta Inc,2,109.03,218.06,Wallet,On Time,Not Applicable,3,Customer Service,Negative
4660,17805991,Jhalak Rai,Dhule,New,9268920928,05-07-2023,9436,Toothpaste,Personal Care,Naidu PLC,2,88.43,176.86,Cash,Slightly Delayed,Traffic,1,Product Quality,Negative
4661,63376126,Michael Pall,Kollam,Inactive,9270396838,06-07-2023,440875,Baby Wipes,Baby Care,Loyal Inc,1,275.03,275.03,Wallet,On Time,Not Applicable,3,Delivery,Negative
4662,67749649,Oviya Mitra,Mira-Bhayandar,Inactive,9271384187,28-11-2023,186168,Dog Food,Pet Care,Parekh   Lad and Kadakia,2,878.8,1757.6,Card,Slightly Delayed,Traffic,1,Delivery,Negative
4663,53292177,Tanmayi Vyas,Panihati,Inactive,9272166174,27-07-2023,367391,Baby Wipes,Baby Care,Talwar and Sons,2,939.55,1879.1,Wallet,Slightly Delayed,Traffic,5,Delivery,Positive
4664,69761993,Udant Kade,Gangtok,New,9274842886,15-11-2023,9436,Toothpaste,Personal Care,Naidu PLC,2,88.43,176.86,UPI,On Time,Not Applicable,3,Delivery,Neutral
4665,35988028,Tejas Char,Naihati,Premium,9277089038,15-04-2023,837480,Cough Syrup,Pharmacy,Edwin and Sons,2,217.4,434.8,Wallet,Slightly Delayed,Traffic,4,Product Quality,Neutral
4666,38969732,Manthan Chana,Pune,New,9277710098,02-04-2023,542300,Popcorn,Snacks & Munchies,Gulati-Tandon,2,255.35,510.7,Cash,Slightly Delayed,Traffic,5,Product Quality,Positive
4667,60495351,Henry Rana,Srikakulam,New,9279017414,29-05-2023,131937,Frozen Pizza,Instant & Frozen Food,Varkey   Devi and Ganguly,1,287.81,287.81,UPI,Slightly Delayed,Traffic,3,Customer Service,Neutral
4668,15043066,Bakhshi Majumdar,Rohtak,Inactive,9279422297,07-04-2023,954722,Ice Cream,Instant & Frozen Food,Mohan-Virk,3,616.45,1849.35,Card,On Time,Not Applicable,4,Product Quality,Neutral
4669,60904312,Jagdish Badami,Mumbai,Regular,9280329883,10-09-2023,784827,Baby Wipes,Baby Care,Balakrishnan Ltd,3,274.25,822.75,UPI,Slightly Delayed,Traffic,2,Product Quality,Negative
4670,97873848,Ladli Johal,Kavali,Regular,9282982332,12-09-2024,739534,Toilet Cleaner,Household Care,Gera   Narang and Karpe,2,994.56,1989.12,Card,Slightly Delayed,Traffic,2,App Experience,Negative
4671,30755306,Divya Kakar,Bhilwara,Inactive,9284683425,16-05-2024,91670,Dish Soap,Household Care,Barman-Ahluwalia,3,439.24,1317.72,Card,Slightly Delayed,Traffic,3,Product Quality,Neutral
4672,82160592,Krisha Keer,Chittoor,New,9284767341,04-03-2024,470449,Frozen Biryani,Instant & Frozen Food,Kohli-Sawhney,1,827.77,827.77,Wallet,On Time,Not Applicable,4,Customer Service,Positive
4673,5751638,Xiti Wagle,Aligarh,New,9286199495,10-09-2023,647462,Lotion,Personal Care,Balan   Samra and Sekhon,1,326.42,326.42,Wallet,Slightly Delayed,Traffic,4,App Experience,Positive
4674,21573815,Urvashi Dalal,Allahabad,Premium,9290203003,01-04-2024,714999,Bread,Dairy & Breakfast,Kala Group,1,882.51,882.51,Cash,Slightly Delayed,Traffic,3,Delivery,Neutral
4675,77614510,Girik Gopal,Sirsa,Inactive,9296105870,21-02-2024,692985,Pulses,Grocery & Staples,Wable   Sankaran and Hari,2,197.39,394.78,Wallet,Slightly Delayed,Traffic,5,App Experience,Positive
4676,50630016,Max Ranganathan,Unnao,Inactive,9296381620,28-04-2024,89084,Milk,Dairy & Breakfast,Wali   Virk and Iyer,2,598.83,1197.66,Card,On Time,Not Applicable,3,Customer Service,Neutral
4677,26936578,Lavanya Bawa,Maheshtala,Regular,9300178512,25-07-2023,818522,Cheese,Dairy & Breakfast,Hora-Roy,2,96.09,192.18,Cash,Slightly Delayed,Traffic,3,Customer Service,Neutral
4678,76212152,Mitali Kapoor,Agra,Premium,9305357757,12-05-2023,721521,Rice,Grocery & Staples,Ramanathan   Agarwal and Baria,2,417.39,834.78,Wallet,On Time,Not Applicable,3,Customer Service,Neutral
4679,82322028,Reyansh Sinha,South Dumdum,New,9307961643,24-04-2024,697683,Toilet Cleaner,Household Care,Murty   Varghese and Saxena,3,123.74,371.22,Cash,On Time,Not Applicable,3,Delivery,Negative
4680,64162093,Nakul Mall,Korba,Premium,9310630290,04-10-2023,563740,Chips,Snacks & Munchies,Mann-Kapadia,3,96.33,288.99,Cash,On Time,Not Applicable,3,Customer Service,Negative
4681,20238921,Shivani Kumer,Thiruvananthapuram,Premium,9311399064,04-11-2023,131748,Dog Food,Pet Care,Shroff   Wason and Dugar,1,81.35,81.35,Wallet,Slightly Delayed,Traffic,3,Product Quality,Neutral
4682,70220141,Reyansh Dhaliwal,Sambalpur,Premium,9315535975,16-11-2023,697683,Toilet Cleaner,Household Care,Murty   Varghese and Saxena,3,123.74,371.22,UPI,Significantly Delayed,Traffic,3,App Experience,Neutral
4683,89986926,Manya Barad,Kota,New,9318325652,12-04-2024,606256,Frozen Biryani,Instant & Frozen Food,Agate Ltd,2,369.28,738.56,UPI,Slightly Delayed,Traffic,3,Customer Service,Neutral
4684,32595806,Radha Bhardwaj,Chandigarh,Inactive,9320256091,11-01-2024,382511,Butter,Dairy & Breakfast,Bora-Thakkar,2,702.54,1405.08,Card,Slightly Delayed,Traffic,4,Customer Service,Positive
4685,48943848,Tarak Nair,Patiala,Premium,9321319130,31-12-2023,807452,Pulses,Grocery & Staples,Naik Ltd,1,144.19,144.19,Card,On Time,Not Applicable,4,Delivery,Positive
4686,79206969,Aadi Bains,Jamalpur,Regular,9321629905,08-02-2024,186168,Dog Food,Pet Care,Parekh   Lad and Kadakia,1,878.8,878.8,UPI,Slightly Delayed,Traffic,4,App Experience,Neutral
4687,47990044,Leela Dubey,Kadapa,New,9323909987,09-05-2024,398340,Instant Noodles,Instant & Frozen Food,Nadig   Zachariah and Soni,1,651.93,651.93,UPI,On Time,Not Applicable,1,App Experience,Negative
4688,59110513,Chaaya Mody,Raebareli,Inactive,9325920156,12-10-2024,784827,Baby Wipes,Baby Care,Balakrishnan Ltd,1,274.25,274.25,Card,Slightly Delayed,Traffic,3,Product Quality,Negative
4689,81229704,Vamakshi Hari,Noida,Premium,9328056960,14-08-2024,237083,Cough Syrup,Pharmacy,Hayer-Banerjee,2,577.13,1154.26,Cash,Slightly Delayed,Traffic,4,App Experience,Positive
4690,77086539,Gayathri Kumer,Sangli-Miraj & Kupwad,New,9328094731,21-08-2024,500739,Bread,Dairy & Breakfast,Aggarwal Group,2,359.98,719.96,Card,On Time,Not Applicable,3,App Experience,Negative
4691,57102800,Januja Verma,Ichalkaranji,Inactive,9329665908,15-07-2023,140154,Shampoo,Personal Care,Malhotra LLC,2,171.2,342.4,Card,Slightly Delayed,Traffic,4,Product Quality,Positive
4692,37362180,Praneel Mangat,Visakhapatnam,Regular,9330447952,30-03-2024,376447,Butter,Dairy & Breakfast,Gara and Sons,1,724.84,724.84,UPI,Slightly Delayed,Traffic,4,App Experience,Positive
4693,49147776,Meghana Khanna,Panvel,Inactive,9334479603,16-04-2023,34200,Lotion,Personal Care,Munshi-Grewal,2,319.8,639.6,Card,On Time,Not Applicable,3,Product Quality,Negative
4694,9987182,Tristan Hegde,Darbhanga,Regular,9337878102,16-05-2023,654623,Chips,Snacks & Munchies,Pradhan and Sons,3,422.14,1266.42,Wallet,On Time,Not Applicable,3,Delivery,Neutral
4695,2219590,Upadhriti Sandhu,Solapur,Regular,9338996795,09-01-2024,34186,Mangoes,Fruits & Vegetables,Mandal-Kar,2,925.65,1851.3,Card,On Time,Not Applicable,4,Customer Service,Neutral
4696,79478655,Zilmil Rege,Silchar,Regular,9339629293,28-05-2023,542300,Popcorn,Snacks & Munchies,Gulati-Tandon,3,255.35,766.05,UPI,Significantly Delayed,Traffic,3,Customer Service,Neutral
4697,58644651,Gaurangi Vala,Secunderabad,New,9345418784,22-02-2024,771228,Pet Treats,Pet Care,Raja and Sons,3,83.18,249.54,Cash,Slightly Delayed,Traffic,2,Customer Service,Negative
4698,77559557,Akshay Varty,Madurai,New,9346041594,08-06-2023,491314,Ice Cream,Instant & Frozen Food,Banerjee Inc,2,973.44,1946.88,Cash,On Time,Not Applicable,4,Customer Service,Positive
4699,62416456,Diya Chakrabarti,Medininagar,Inactive,9346166799,23-10-2024,120532,Wheat Flour,Grocery & Staples,Nazareth Ltd,3,697.53,2092.59,Card,Slightly Delayed,Traffic,4,Customer Service,Neutral
4700,29562072,Edhitha Ranganathan,Hindupur,New,9347571484,02-11-2024,112390,Toothpaste,Personal Care,Kibe   Contractor and Randhawa,2,877.98,1755.96,Card,Significantly Delayed,Traffic,3,Product Quality,Negative
4701,41874489,Vrishti Baria,Ahmedabad,Regular,9350977708,18-08-2023,739448,Dish Soap,Household Care,Mand-Choudhry,2,755.66,1511.32,UPI,On Time,Not Applicable,3,Product Quality,Neutral
4702,97277696,Ijaya Halder,Jamalpur,Premium,9353512235,29-11-2023,652118,Frozen Biryani,Instant & Frozen Food,Agate and Sons,3,22.04,66.12,Cash,On Time,Not Applicable,3,Customer Service,Negative
4703,75213636,Bhanumati Chatterjee,Sonipat,Inactive,9358248664,19-12-2023,513199,Cola,Cold Drinks & Juices,Rastogi Inc,3,422.23,1266.69,Cash,On Time,Not Applicable,4,Customer Service,Positive
4704,60732869,Joshua Nath,Rajahmundry,New,9359187866,18-12-2023,833557,Cereal,Dairy & Breakfast,Gole   Chand and Dada,2,422.87,845.74,Card,Significantly Delayed,Traffic,3,App Experience,Neutral
